,Date,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,StoreId,IsHoliday
30,2010-09-03,1540163.53,1.1140086183753055,2.577,211.5312479,7.787,c4ca4238a0b923820dcc509a6f75849b,0
31,2010-09-10,1507460.69,0.9773751134453578,2.565,211.4951902,7.787,c4ca4238a0b923820dcc509a6f75849b,1
32,2010-09-17,1430378.67,1.1628062987074301,2.582,211.5224596,7.787,c4ca4238a0b923820dcc509a6f75849b,0
33,2010-09-24,1351791.03,1.0993693142756684,2.624,211.5972246,7.787,c4ca4238a0b923820dcc509a6f75849b,0
34,2010-10-01,1453329.5,0.6086815287137521,2.603,211.6719895,7.838,c4ca4238a0b923820dcc509a6f75849b,0
35,2010-10-08,1508239.93,0.1770931559985195,2.633,211.7467544,7.838,c4ca4238a0b923820dcc509a6f75849b,0
36,2010-10-15,1459409.1,0.35330700164230205,2.72,211.8137436,7.838,c4ca4238a0b923820dcc509a6f75849b,0
37,2010-10-22,1345454.0,0.4986156497424051,2.725,211.8612937,7.838,c4ca4238a0b923820dcc509a6f75849b,0
38,2010-10-29,1384209.22,0.48668732788344143,2.716,211.9088438,7.838,c4ca4238a0b923820dcc509a6f75849b,0
39,2010-11-05,1551659.28,-0.10430680058339716,2.689,211.9563939,7.838,c4ca4238a0b923820dcc509a6f75849b,0
40,2010-11-12,1494479.49,-0.05713570959567714,2.728,212.003944,7.838,c4ca4238a0b923820dcc509a6f75849b,0
41,2010-11-19,1483784.18,-0.501736797066143,2.771,211.8896737,7.838,c4ca4238a0b923820dcc509a6f75849b,0
42,2010-11-26,1955624.11,0.20908274643846742,2.735,211.7484333,7.838,c4ca4238a0b923820dcc509a6f75849b,1
43,2010-12-03,1548033.78,-0.6177668369669715,2.708,211.607193,7.838,c4ca4238a0b923820dcc509a6f75849b,0
44,2010-12-10,1682614.26,-0.7771725927185779,2.843,211.4659526,7.838,c4ca4238a0b923820dcc509a6f75849b,0
45,2010-12-17,1891034.93,-0.5868616394232928,2.869,211.4053124,7.838,c4ca4238a0b923820dcc509a6f75849b,0
46,2010-12-24,2387950.2,-0.4518547238377493,2.886,211.4051222,7.838,c4ca4238a0b923820dcc509a6f75849b,0
47,2010-12-31,1367320.01,-0.6633113386102878,2.943,211.4049321,7.838,c4ca4238a0b923820dcc509a6f75849b,1
48,2011-01-07,1444732.28,-0.6719864817804431,2.976,211.4047419,7.742,c4ca4238a0b923820dcc509a6f75849b,0
49,2011-01-14,1391013.96,-1.3697933105298206,2.983,211.4574109,7.742,c4ca4238a0b923820dcc509a6f75849b,0
50,2011-01-21,1327405.42,-0.9013355793414274,3.016,211.8272343,7.742,c4ca4238a0b923820dcc509a6f75849b,0
51,2011-01-28,1316899.31,-0.9127217047522564,3.01,212.1970577,7.742,c4ca4238a0b923820dcc509a6f75849b,0
52,2011-02-04,1606629.58,-0.9973043506612717,2.989,212.5668812,7.742,c4ca4238a0b923820dcc509a6f75849b,0
53,2011-02-11,1649614.93,-1.3161158621644837,3.022,212.9367046,7.742,c4ca4238a0b923820dcc509a6f75849b,1
54,2011-02-18,1686842.78,-0.17912991042598786,3.045,213.2478853,7.742,c4ca4238a0b923820dcc509a6f75849b,0
55,2011-02-25,1456800.28,0.12124692184064384,3.065,213.535609,7.742,c4ca4238a0b923820dcc509a6f75849b,0
56,2011-03-04,1636263.41,-0.058762298940081344,3.288,213.8233327,7.742,c4ca4238a0b923820dcc509a6f75849b,0
57,2011-03-11,1553191.63,-0.3851645607171792,3.459,214.1110564,7.742,c4ca4238a0b923820dcc509a6f75849b,0
58,2011-03-18,1576818.06,0.11365617156675781,3.488,214.3627114,7.742,c4ca4238a0b923820dcc509a6f75849b,0
59,2011-03-25,1541102.38,0.504579810671887,3.473,214.5999389,7.742,c4ca4238a0b923820dcc509a6f75849b,0
60,2011-04-01,1495064.75,-0.08099235331360445,3.524,214.8371664,7.682,c4ca4238a0b923820dcc509a6f75849b,0
61,2011-04-08,1614259.35,0.389091967219193,3.622,215.0743939,7.682,c4ca4238a0b923820dcc509a6f75849b,0
62,2011-04-15,1559889.0,0.5750653489293996,3.743,215.2918561,7.682,c4ca4238a0b923820dcc509a6f75849b,0
63,2011-04-22,1564819.81,0.6683231380085705,3.807,215.4599053,7.682,c4ca4238a0b923820dcc509a6f75849b,0
64,2011-04-29,1455090.69,0.6162722789876381,3.81,215.6279544,7.682,c4ca4238a0b923820dcc509a6f75849b,0
65,2011-05-06,1629391.28,0.21396251447168005,3.906,215.7960035,7.682,c4ca4238a0b923820dcc509a6f75849b,0
66,2011-05-13,1604775.58,0.8120051967642701,3.899,215.9640526,7.682,c4ca4238a0b923820dcc509a6f75849b,0
67,2011-05-20,1428218.27,0.3777058418083636,3.907,215.7339202,7.682,c4ca4238a0b923820dcc509a6f75849b,0
68,2011-05-27,1466046.67,0.9247820579762905,3.786,215.5037878,7.682,c4ca4238a0b923820dcc509a6f75849b,0
69,2011-06-03,1635078.41,1.2110617825914198,3.699,215.2736553,7.682,c4ca4238a0b923820dcc509a6f75849b,0
70,2011-06-10,1588948.32,1.2181103364171708,3.648,215.0435229,7.682,c4ca4238a0b923820dcc509a6f75849b,0
71,2011-06-17,1532114.86,1.3959507714053572,3.637,214.9980596,7.682,c4ca4238a0b923820dcc509a6f75849b,0
72,2011-06-24,1438830.15,1.2425091765832332,3.594,215.0910982,7.682,c4ca4238a0b923820dcc509a6f75849b,0
73,2011-07-01,1488538.09,1.3493218768657718,3.524,215.1841368,7.962,c4ca4238a0b923820dcc509a6f75849b,0
74,2011-07-08,1534849.64,1.3645033774135438,3.48,215.2771754,7.962,c4ca4238a0b923820dcc509a6f75849b,0
75,2011-07-15,1455119.97,1.5114386148580519,3.575,215.3611087,7.962,c4ca4238a0b923820dcc509a6f75849b,0
76,2011-07-22,1396926.82,1.3612501987247354,3.651,215.4222784,7.962,c4ca4238a0b923820dcc509a6f75849b,0
77,2011-07-29,1352219.79,1.4187230222270153,3.682,215.4834482,7.962,c4ca4238a0b923820dcc509a6f75849b,0
78,2011-08-05,1624383.75,1.680061710227948,3.684,215.544618,7.962,c4ca4238a0b923820dcc509a6f75849b,0
79,2011-08-12,1525147.09,1.6318062263439583,3.638,215.6057878,7.962,c4ca4238a0b923820dcc509a6f75849b,0
80,2011-08-19,1530761.43,1.5873461175969115,3.554,215.6693107,7.962,c4ca4238a0b923820dcc509a6f75849b,0
81,2011-08-26,1464693.46,1.4799912208662378,3.523,215.7332258,7.962,c4ca4238a0b923820dcc509a6f75849b,0
82,2011-09-02,1550229.22,1.4729426670404868,3.533,215.7971409,7.962,c4ca4238a0b923820dcc509a6f75849b,0
83,2011-09-09,1540471.24,0.8315242688971197,3.546,215.861056,7.962,c4ca4238a0b923820dcc509a6f75849b,1
84,2011-09-16,1514259.78,1.0451496694621971,3.526,216.0410526,7.962,c4ca4238a0b923820dcc509a6f75849b,0
85,2011-09-23,1380020.27,0.8206803399344252,3.467,216.3758246,7.962,c4ca4238a0b923820dcc509a6f75849b,0
86,2011-09-30,1394561.83,1.0315947582588292,3.355,216.7105965,7.962,c4ca4238a0b923820dcc509a6f75849b,0
87,2011-10-07,1630989.95,0.46879484509499597,3.285,217.0453684,7.866,c4ca4238a0b923820dcc509a6f75849b,0
88,2011-10-14,1493525.93,0.6005485819917311,3.274,217.3552733,7.866,c4ca4238a0b923820dcc509a6f75849b,0
89,2011-10-21,1502562.78,0.16516483413955582,3.353,217.5159762,7.866,c4ca4238a0b923820dcc509a6f75849b,0
90,2011-10-28,1445249.09,0.3202330183060837,3.372,217.6766791,7.866,c4ca4238a0b923820dcc509a6f75849b,0
91,2011-11-04,1697229.58,-0.30817266508205005,3.332,217.837382,7.866,c4ca4238a0b923820dcc509a6f75849b,0
92,2011-11-11,1594938.89,-0.08424553200241286,3.297,217.9980849,7.866,c4ca4238a0b923820dcc509a6f75849b,0
93,2011-11-18,1539483.7,0.08600415271188748,3.308,218.2205088,7.866,c4ca4238a0b923820dcc509a6f75849b,0
94,2011-11-25,2033320.66,-0.02839929784453722,3.236,218.4676211,7.866,c4ca4238a0b923820dcc509a6f75849b,1
95,2011-12-02,1584083.95,-0.6372859090998216,3.172,218.7147333,7.866,c4ca4238a0b923820dcc509a6f75849b,0
96,2011-12-09,1799682.38,-0.9072997402709092,3.158,218.9618456,7.866,c4ca4238a0b923820dcc509a6f75849b,0
97,2011-12-16,1881176.67,-0.489808475207179,3.159,219.1794533,7.866,c4ca4238a0b923820dcc509a6f75849b,0
98,2011-12-23,2270188.99,-0.6887945716726193,3.112,219.3577216,7.866,c4ca4238a0b923820dcc509a6f75849b,0
99,2011-12-30,1497462.72,-0.873683560486557,3.129,219.5359898,7.866,c4ca4238a0b923820dcc509a6f75849b,1
100,2012-01-06,1550369.92,-0.6318639446184744,3.157,219.7142581,7.348,c4ca4238a0b923820dcc509a6f75849b,0
101,2012-01-13,1459601.17,-0.6578893741289406,3.261,219.8925263,7.348,c4ca4238a0b923820dcc509a6f75849b,0
102,2012-01-20,1394393.84,-0.35534375606977003,3.268,219.9856893,7.348,c4ca4238a0b923820dcc509a6f75849b,0
103,2012-01-27,1319325.59,-0.3472108093477494,3.29,220.0788523,7.348,c4ca4238a0b923820dcc509a6f75849b,0
104,2012-02-03,1636339.65,-0.22304782272489987,3.36,220.1720153,7.348,c4ca4238a0b923820dcc509a6f75849b,0
105,2012-02-10,1802477.43,-0.6855413929838109,3.409,220.2651783,7.348,c4ca4238a0b923820dcc509a6f75849b,1
106,2012-02-17,1819870.0,-0.831934433980184,3.51,220.4257586,7.348,c4ca4238a0b923820dcc509a6f75849b,0
107,2012-02-24,1539387.83,-0.1850940713554697,3.555,220.636902,7.348,c4ca4238a0b923820dcc509a6f75849b,0
108,2012-03-02,1688420.76,0.016060810902509375,3.63,220.8480454,7.348,c4ca4238a0b923820dcc509a6f75849b,0
109,2012-03-09,1675431.16,-0.10322240768712794,3.669,221.0591887,7.348,c4ca4238a0b923820dcc509a6f75849b,0
110,2012-03-16,1677472.78,0.22101106829743108,3.734,221.2118132,7.348,c4ca4238a0b923820dcc509a6f75849b,0
111,2012-03-23,1511068.07,0.28553244562546276,3.787,221.2864126,7.348,c4ca4238a0b923820dcc509a6f75849b,0
112,2012-03-30,1649604.63,0.37662144891209437,3.845,221.3610119,7.348,c4ca4238a0b923820dcc509a6f75849b,0
113,2012-04-06,1899676.88,0.5295208472860842,3.891,221.4356112,7.143,c4ca4238a0b923820dcc509a6f75849b,0
114,2012-04-13,1621031.7,0.4557821303397623,3.891,221.5102105,7.143,c4ca4238a0b923820dcc509a6f75849b,0
115,2012-04-20,1521577.87,0.33053475082064393,3.877,221.5640737,7.143,c4ca4238a0b923820dcc509a6f75849b,0
116,2012-04-27,1468928.37,0.35601798388297545,3.814,221.6179368,7.143,c4ca4238a0b923820dcc509a6f75849b,0
117,2012-05-04,1684519.99,0.8071254287310574,3.749,221.6718,7.143,c4ca4238a0b923820dcc509a6f75849b,0
118,2012-05-11,1611096.05,0.7106144609630782,3.688,221.7256632,7.143,c4ca4238a0b923820dcc509a6f75849b,0
119,2012-05-18,1595901.87,0.5240988828047366,3.63,221.742674,7.143,c4ca4238a0b923820dcc509a6f75849b,0
120,2012-05-25,1555444.55,0.8976722355695548,3.561,221.744944,7.143,c4ca4238a0b923820dcc509a6f75849b,0
121,2012-06-01,1624477.58,0.9372525762833892,3.501,221.7472139,7.143,c4ca4238a0b923820dcc509a6f75849b,0
122,2012-06-08,1697230.96,0.9562294519681038,3.452,221.7494839,7.143,c4ca4238a0b923820dcc509a6f75849b,0
123,2012-06-15,1630607.0,1.0131600790222488,3.393,221.7626421,7.143,c4ca4238a0b923820dcc509a6f75849b,0
124,2012-06-22,1527845.81,0.9611092200013165,3.346,221.8030211,7.143,c4ca4238a0b923820dcc509a6f75849b,0
125,2012-06-29,1540421.49,1.312994714840746,3.286,221.8434,7.143,c4ca4238a0b923820dcc509a6f75849b,0
126,2012-07-06,1769854.16,1.1335276905081553,3.227,221.8837789,6.908,c4ca4238a0b923820dcc509a6f75849b,0
127,2012-07-13,1527014.04,0.892250271088208,3.256,221.9241579,6.908,c4ca4238a0b923820dcc509a6f75849b,0
128,2012-07-20,1497954.76,1.0711750989726636,3.311,221.9327267,6.908,c4ca4238a0b923820dcc509a6f75849b,0
129,2012-07-27,1439123.71,1.1926271033548392,3.407,221.9412954,6.908,c4ca4238a0b923820dcc509a6f75849b,0
130,2012-08-03,1631135.79,1.379684877961316,3.417,221.9498642,6.908,c4ca4238a0b923820dcc509a6f75849b,0
131,2012-08-10,1592409.97,1.3222120544590361,3.494,221.9584329,6.908,c4ca4238a0b923820dcc509a6f75849b,0
132,2012-08-17,1597868.05,1.3113681254963416,3.571,222.0384109,6.908,c4ca4238a0b923820dcc509a6f75849b,0
133,2012-08-24,1494122.38,0.9215288792874822,3.62,222.1719457,6.908,c4ca4238a0b923820dcc509a6f75849b,0
134,2012-08-31,1582083.4,1.0749704741096062,3.638,222.3054805,6.908,c4ca4238a0b923820dcc509a6f75849b,0
135,2012-09-07,1661767.33,1.263112641612352,3.73,222.4390153,6.908,c4ca4238a0b923820dcc509a6f75849b,1
136,2012-09-14,1517428.87,0.7756780347392441,3.717,222.5820193,6.908,c4ca4238a0b923820dcc509a6f75849b,0
137,2012-09-21,1506126.06,0.49915784619054004,3.721,222.7818386,6.908,c4ca4238a0b923820dcc509a6f75849b,0
138,2012-09-28,1437059.26,0.8358618404821974,3.666,222.9816579,6.908,c4ca4238a0b923820dcc509a6f75849b,0
139,2012-10-05,1670785.97,0.42758791503675736,3.617,223.1814772,6.573,c4ca4238a0b923820dcc509a6f75849b,0
140,2012-10-12,1573072.81,0.12612668987385645,3.601,223.3812965,6.573,c4ca4238a0b923820dcc509a6f75849b,0
141,2012-10-19,1508068.77,0.396140521044944,3.594,223.4257233,6.573,c4ca4238a0b923820dcc509a6f75849b,0
142,2012-10-26,1493659.74,0.46066189837297494,3.506,223.4442513,6.573,c4ca4238a0b923820dcc509a6f75849b,0
143,2010-02-05,2136989.46,-1.1100812118732926,2.572,210.7526053,8.324,c81e728d9d4c2f636f067f89cc14862c,0
144,2010-02-12,2137809.5,-1.2022546080561938,2.548,210.8979935,8.324,c81e728d9d4c2f636f067f89cc14862c,1
145,2010-02-19,2124451.54,-1.1371910342800282,2.514,210.9451605,8.324,c81e728d9d4c2f636f067f89cc14862c,0
146,2010-02-26,1865097.27,-0.7896431110256762,2.561,210.9759573,8.324,c81e728d9d4c2f636f067f89cc14862c,0
147,2010-03-05,1991013.13,-0.7316280910752617,2.625,211.0067542,8.324,c81e728d9d4c2f636f067f89cc14862c,0
148,2010-03-12,1990483.78,-0.16828598146329343,2.667,211.037551,8.324,c81e728d9d4c2f636f067f89cc14862c,0
149,2010-03-19,1946070.88,-0.33311370169624654,2.72,210.8733316,8.324,c81e728d9d4c2f636f067f89cc14862c,0
150,2010-03-26,1750197.81,-0.5098697437881637,2.732,210.6766095,8.324,c81e728d9d4c2f636f067f89cc14862c,0
151,2010-04-02,2066187.72,0.1413081904216285,2.719,210.4798874,8.2,c81e728d9d4c2f636f067f89cc14862c,0
152,2010-04-09,1954689.21,0.257338230322457,2.77,210.2831653,8.2,c81e728d9d4c2f636f067f89cc14862c,0
153,2010-04-16,1874957.94,0.40156248552629087,2.808,210.1495463,8.2,c81e728d9d4c2f636f067f89cc14862c,0
154,2010-04-23,1821990.93,0.24107233687841575,2.795,210.1000648,8.2,c81e728d9d4c2f636f067f89cc14862c,0
155,2010-04-30,1802450.29,0.34246307267960757,2.78,210.0505833,8.2,c81e728d9d4c2f636f067f89cc14862c,0
156,2010-05-07,2042581.71,0.5756075453775346,2.835,210.0011018,8.2,c81e728d9d4c2f636f067f89cc14862c,0
157,2010-05-14,1880752.36,0.6856734243488817,2.854,209.9984585,8.2,c81e728d9d4c2f636f067f89cc14862c,0
158,2010-05-21,1896937.1,0.768087284465358,2.826,210.2768443,8.2,c81e728d9d4c2f636f067f89cc14862c,0
159,2010-05-28,1957113.89,1.109671046790228,2.759,210.5552301,8.2,c81e728d9d4c2f636f067f89cc14862c,0
160,2010-06-04,2102539.93,1.146540405263389,2.705,210.833616,8.2,c81e728d9d4c2f636f067f89cc14862c,0
161,2010-06-11,2025538.76,1.2327496405168086,2.668,211.1120018,8.2,c81e728d9d4c2f636f067f89cc14862c,0
162,2010-06-18,2001636.96,1.3634189845172746,2.637,211.1096543,8.2,c81e728d9d4c2f636f067f89cc14862c,0
163,2010-06-25,1939927.09,1.387817824683337,2.653,210.9950134,8.2,c81e728d9d4c2f636f067f89cc14862c,0
164,2010-07-02,2003940.64,1.196964674939917,2.669,210.8803726,8.099,c81e728d9d4c2f636f067f89cc14862c,0
165,2010-07-09,1880902.62,1.1888317282178966,2.642,210.7657317,8.099,c81e728d9d4c2f636f067f89cc14862c,0
166,2010-07-16,1845879.79,1.3368513585586732,2.623,210.7577954,8.099,c81e728d9d4c2f636f067f89cc14862c,0
167,2010-07-23,1781717.71,1.4637253274221964,2.608,210.8921319,8.099,c81e728d9d4c2f636f067f89cc14862c,0
168,2010-07-30,1804246.16,1.2376294085500206,2.64,211.0264684,8.099,c81e728d9d4c2f636f067f89cc14862c,0
169,2010-08-06,1991909.98,1.5651160632233883,2.627,211.1608049,8.099,c81e728d9d4c2f636f067f89cc14862c,0
170,2010-08-13,1895601.05,1.5390906337129218,2.692,211.2951413,8.099,c81e728d9d4c2f636f067f89cc14862c,0
171,2010-08-20,1964335.23,1.5201137580282071,2.664,211.2596586,8.099,c81e728d9d4c2f636f067f89cc14862c,0
172,2010-08-27,1863840.49,1.4344467192229224,2.619,211.2241759,8.099,c81e728d9d4c2f636f067f89cc14862c,0
173,2010-09-03,1904608.09,1.1476247981596581,2.577,211.1886931,8.099,c81e728d9d4c2f636f067f89cc14862c,0
174,2010-09-10,1839128.83,0.9990629713707466,2.565,211.1532104,8.099,c81e728d9d4c2f636f067f89cc14862c,1
175,2010-09-17,1793903.6,1.1595531200186218,2.582,211.1806415,8.099,c81e728d9d4c2f636f067f89cc14862c,0
176,2010-09-24,1724557.22,1.1454560123671196,2.624,211.2552578,8.099,c81e728d9d4c2f636f067f89cc14862c,0
177,2010-10-01,1827440.43,0.4649994699580525,2.603,211.3298742,8.163,c81e728d9d4c2f636f067f89cc14862c,0
178,2010-10-08,1849921.44,0.1369706188365505,2.633,211.4044906,8.163,c81e728d9d4c2f636f067f89cc14862c,0
179,2010-10-15,1794355.49,0.27848389179971095,2.72,211.4713286,8.163,c81e728d9d4c2f636f067f89cc14862c,0
180,2010-10-22,1737947.64,0.42487693279608396,2.725,211.5187208,8.163,c81e728d9d4c2f636f067f89cc14862c,0
181,2010-10-29,1802755.11,0.30234053551763823,2.716,211.5661131,8.163,c81e728d9d4c2f636f067f89cc14862c,0
182,2010-11-05,1939061.41,-0.15256228446738676,2.689,211.6135053,8.163,c81e728d9d4c2f636f067f89cc14862c,0
183,2010-11-12,1916812.74,-0.052798138010599516,2.728,211.6608975,8.163,c81e728d9d4c2f636f067f89cc14862c,0
184,2010-11-19,1956739.17,-0.5342685839542256,2.771,211.5470304,8.163,c81e728d9d4c2f636f067f89cc14862c,0
185,2010-11-26,2658725.29,0.12558449342572145,2.735,211.4062867,8.163,c81e728d9d4c2f636f067f89cc14862c,1
186,2010-12-03,2015781.27,-0.6145136582781636,2.708,211.265543,8.163,c81e728d9d4c2f636f067f89cc14862c,0
187,2010-12-10,2378726.55,-0.8221748979137591,2.843,211.1247993,8.163,c81e728d9d4c2f636f067f89cc14862c,0
188,2010-12-17,2609166.75,-0.7110246260461428,2.869,211.0645458,8.163,c81e728d9d4c2f636f067f89cc14862c,0
189,2010-12-24,3436007.68,-0.5798130855975419,2.886,211.0646599,8.163,c81e728d9d4c2f636f067f89cc14862c,0
190,2010-12-31,1750434.55,-0.7245795372495106,2.943,211.064774,8.163,c81e728d9d4c2f636f067f89cc14862c,1
191,2011-01-07,1758050.79,-0.866092810212671,2.976,211.0648881,8.028,c81e728d9d4c2f636f067f89cc14862c,0
192,2011-01-14,1744193.58,-1.4988360651858825,2.983,211.1176713,8.028,c81e728d9d4c2f636f067f89cc14862c,0
193,2011-01-21,1751384.9,-1.044475441648992,3.016,211.4864691,8.028,c81e728d9d4c2f636f067f89cc14862c,0
194,2011-01-28,1695371.68,-0.9669413495657279,3.01,211.8552668,8.028,c81e728d9d4c2f636f067f89cc14862c,0
195,2011-02-04,1929346.23,-1.215267322811427,2.989,212.2240646,8.028,c81e728d9d4c2f636f067f89cc14862c,0
196,2011-02-11,2168041.61,-1.4896187255675926,3.022,212.5928624,8.028,c81e728d9d4c2f636f067f89cc14862c,1
197,2011-02-18,2080884.82,-0.15364667736365636,3.045,212.9033115,8.028,c81e728d9d4c2f636f067f89cc14862c,0
198,2011-02-25,1833511.08,0.007385667732353744,3.065,213.190421,8.028,c81e728d9d4c2f636f067f89cc14862c,0
199,2011-03-04,1981607.78,-0.15689985605246437,3.288,213.4775305,8.028,c81e728d9d4c2f636f067f89cc14862c,0
200,2011-03-11,1879107.31,-0.4317934552567646,3.459,213.7646401,8.028,c81e728d9d4c2f636f067f89cc14862c,0
201,2011-03-18,1902557.66,0.0897995278488305,3.488,214.0156238,8.028,c81e728d9d4c2f636f067f89cc14862c,0
202,2011-03-25,1766162.05,0.4747590060244778,3.473,214.2521573,8.028,c81e728d9d4c2f636f067f89cc14862c,0
203,2011-04-01,1800171.36,-0.28377382491598774,3.524,214.4886908,7.931,c81e728d9d4c2f636f067f89cc14862c,0
204,2011-04-08,1847552.61,0.3435474655758768,3.622,214.7252242,7.931,c81e728d9d4c2f636f067f89cc14862c,0
205,2011-04-15,1856467.84,0.47801218471328616,3.743,214.9420631,7.931,c81e728d9d4c2f636f067f89cc14862c,0
206,2011-04-22,1886339.6,0.47313241668007355,3.807,215.1096657,7.931,c81e728d9d4c2f636f067f89cc14862c,0
207,2011-04-29,1745545.28,0.46337288061364834,3.81,215.2772683,7.931,c81e728d9d4c2f636f067f89cc14862c,0
208,2011-05-06,1837743.6,0.0442550262055143,3.906,215.4448709,7.931,c81e728d9d4c2f636f067f89cc14862c,0
209,2011-05-13,1838513.07,0.7561589626063944,3.899,215.6124735,7.931,c81e728d9d4c2f636f067f89cc14862c,0
210,2011-05-20,1688281.86,0.35113821584976285,3.907,215.3834778,7.931,c81e728d9d4c2f636f067f89cc14862c,0
211,2011-05-27,1797732.56,0.8542965197187778,3.786,215.1544822,7.931,c81e728d9d4c2f636f067f89cc14862c,0
212,2011-06-03,1933756.21,1.2148571577283624,3.699,214.9254865,7.931,c81e728d9d4c2f636f067f89cc14862c,0
213,2011-06-10,1929153.16,1.2327496405168086,3.648,214.6964908,7.931,c81e728d9d4c2f636f067f89cc14862c,0
214,2011-06-17,1953771.99,1.402457128782974,3.637,214.6513538,7.931,c81e728d9d4c2f636f067f89cc14862c,0
215,2011-06-24,1790925.8,1.3287184118366528,3.594,214.7441108,7.931,c81e728d9d4c2f636f067f89cc14862c,0
216,2011-07-01,1866243.0,1.3569126271396579,3.524,214.8368678,7.852,c81e728d9d4c2f636f067f89cc14862c,0
217,2011-07-08,1853161.99,1.4658941132147356,3.48,214.9296249,7.852,c81e728d9d4c2f636f067f89cc14862c,0
218,2011-07-15,1785187.29,1.5813819566674296,3.575,215.0134426,7.852,c81e728d9d4c2f636f067f89cc14862c,0
219,2011-07-22,1743816.41,1.554814330708829,3.651,215.0749122,7.852,c81e728d9d4c2f636f067f89cc14862c,0
220,2011-07-29,1680693.06,1.5943946714226624,3.682,215.1363819,7.852,c81e728d9d4c2f636f067f89cc14862c,0
221,2011-08-05,1876704.26,1.7716929099627146,3.684,215.1978515,7.852,c81e728d9d4c2f636f067f89cc14862c,0
222,2011-08-12,1812768.26,1.6762663350910045,3.638,215.2593211,7.852,c81e728d9d4c2f636f067f89cc14862c,0
