,Weekly_Sales,Temperature,Fuel_Price,CPI,Unemployment,StoreId,IsHoliday
218,1785187.29,89.83,3.575,215.0134426,7.852,c81e728d9d4c2f636f067f89cc14862c,0
219,1743816.41,89.34,3.651,215.0749122,7.852,c81e728d9d4c2f636f067f89cc14862c,0
220,1680693.06,90.07,3.682,215.1363819,7.852,c81e728d9d4c2f636f067f89cc14862c,0
221,1876704.26,93.34,3.684,215.1978515,7.852,c81e728d9d4c2f636f067f89cc14862c,0
222,1812768.26,91.58,3.638,215.2593211,7.852,c81e728d9d4c2f636f067f89cc14862c,0
223,1844094.59,89.86,3.554,215.3229307,7.852,c81e728d9d4c2f636f067f89cc14862c,0
224,1821139.91,90.45,3.523,215.386897,7.852,c81e728d9d4c2f636f067f89cc14862c,0
225,1809119.7,89.64,3.533,215.4508632,7.852,c81e728d9d4c2f636f067f89cc14862c,0
226,1748000.65,77.97,3.546,215.5148295,7.852,c81e728d9d4c2f636f067f89cc14862c,1
227,1691439.52,78.85,3.526,215.6944378,7.852,c81e728d9d4c2f636f067f89cc14862c,0
228,1669299.78,75.58,3.467,216.0282356,7.852,c81e728d9d4c2f636f067f89cc14862c,0
229,1650394.44,78.14,3.355,216.3620333,7.852,c81e728d9d4c2f636f067f89cc14862c,0
230,1837553.43,69.92,3.285,216.6958311,7.441,c81e728d9d4c2f636f067f89cc14862c,0
231,1743882.19,71.67,3.274,217.0048261,7.441,c81e728d9d4c2f636f067f89cc14862c,0
232,1834680.25,64.53,3.353,217.1650042,7.441,c81e728d9d4c2f636f067f89cc14862c,0
233,1769296.25,65.87,3.372,217.3251824,7.441,c81e728d9d4c2f636f067f89cc14862c,0
234,1959707.9,55.53,3.332,217.4853605,7.441,c81e728d9d4c2f636f067f89cc14862c,0
235,1920725.15,59.33,3.297,217.6455387,7.441,c81e728d9d4c2f636f067f89cc14862c,0
236,1902762.5,62.01,3.308,217.8670218,7.441,c81e728d9d4c2f636f067f89cc14862c,0
237,2614202.3,56.36,3.236,218.1130269,7.441,c81e728d9d4c2f636f067f89cc14862c,1
238,1954952.0,48.74,3.172,218.3590319,7.441,c81e728d9d4c2f636f067f89cc14862c,0
239,2290549.32,41.76,3.158,218.605037,7.441,c81e728d9d4c2f636f067f89cc14862c,0
240,2432736.52,50.13,3.159,218.8217928,7.441,c81e728d9d4c2f636f067f89cc14862c,0
241,3224369.8,46.66,3.112,218.9995495,7.441,c81e728d9d4c2f636f067f89cc14862c,0
242,1874226.52,44.57,3.129,219.1773063,7.441,c81e728d9d4c2f636f067f89cc14862c,1
243,1799520.14,46.75,3.157,219.355063,7.057,c81e728d9d4c2f636f067f89cc14862c,0
244,1744725.48,45.99,3.261,219.5328198,7.057,c81e728d9d4c2f636f067f89cc14862c,0
245,1711769.11,51.7,3.268,219.6258417,7.057,c81e728d9d4c2f636f067f89cc14862c,0
246,1660906.14,50.5,3.29,219.7188636,7.057,c81e728d9d4c2f636f067f89cc14862c,0
247,1935299.94,55.21,3.36,219.8118854,7.057,c81e728d9d4c2f636f067f89cc14862c,0
248,2103322.68,46.98,3.409,219.9049073,7.057,c81e728d9d4c2f636f067f89cc14862c,1
249,2196688.46,43.82,3.51,220.0651993,7.057,c81e728d9d4c2f636f067f89cc14862c,0
250,1861802.7,54.63,3.555,220.275944,7.057,c81e728d9d4c2f636f067f89cc14862c,0
251,1952555.66,58.79,3.63,220.4866886,7.057,c81e728d9d4c2f636f067f89cc14862c,0
252,1937628.26,57.11,3.669,220.6974332,7.057,c81e728d9d4c2f636f067f89cc14862c,0
253,1976082.13,63.68,3.734,220.8498468,7.057,c81e728d9d4c2f636f067f89cc14862c,0
254,1790439.16,64.01,3.787,220.9244858,7.057,c81e728d9d4c2f636f067f89cc14862c,0
255,1857480.84,66.83,3.845,220.9991248,7.057,c81e728d9d4c2f636f067f89cc14862c,0
256,2129035.91,68.43,3.891,221.0737638,6.891,c81e728d9d4c2f636f067f89cc14862c,0
257,1935869.1,68.08,3.891,221.1484028,6.891,c81e728d9d4c2f636f067f89cc14862c,0
258,1847344.45,65.69,3.877,221.2021074,6.891,c81e728d9d4c2f636f067f89cc14862c,0
259,1764133.09,67.2,3.814,221.255812,6.891,c81e728d9d4c2f636f067f89cc14862c,0
260,1923957.09,76.73,3.749,221.3095166,6.891,c81e728d9d4c2f636f067f89cc14862c,0
261,1917520.99,73.87,3.688,221.3632212,6.891,c81e728d9d4c2f636f067f89cc14862c,0
262,2000940.67,71.27,3.63,221.380331,6.891,c81e728d9d4c2f636f067f89cc14862c,0
263,1912791.09,78.19,3.561,221.3828029,6.891,c81e728d9d4c2f636f067f89cc14862c,0
264,1910092.37,78.38,3.501,221.3852748,6.891,c81e728d9d4c2f636f067f89cc14862c,0
265,2010216.49,78.69,3.452,221.3877467,6.891,c81e728d9d4c2f636f067f89cc14862c,0
266,1962924.3,80.56,3.393,221.4009901,6.891,c81e728d9d4c2f636f067f89cc14862c,0
267,1887733.21,81.04,3.346,221.4411622,6.891,c81e728d9d4c2f636f067f89cc14862c,0
268,1881046.12,86.32,3.286,221.4813343,6.891,c81e728d9d4c2f636f067f89cc14862c,0
269,2041507.4,84.2,3.227,221.5215064,6.565,c81e728d9d4c2f636f067f89cc14862c,0
270,1830075.13,80.17,3.256,221.5616784,6.565,c81e728d9d4c2f636f067f89cc14862c,0
271,1819666.46,83.23,3.311,221.5701123,6.565,c81e728d9d4c2f636f067f89cc14862c,0
272,1757923.88,86.37,3.407,221.5785461,6.565,c81e728d9d4c2f636f067f89cc14862c,0
273,1946104.64,90.22,3.417,221.5869799,6.565,c81e728d9d4c2f636f067f89cc14862c,0
274,1866719.96,88.55,3.494,221.5954138,6.565,c81e728d9d4c2f636f067f89cc14862c,0
275,1928016.01,84.79,3.571,221.6751459,6.565,c81e728d9d4c2f636f067f89cc14862c,0
276,1876788.15,76.91,3.62,221.8083518,6.565,c81e728d9d4c2f636f067f89cc14862c,0
277,1947083.3,82.64,3.638,221.9415576,6.565,c81e728d9d4c2f636f067f89cc14862c,0
